item,parent,label,original_point_cloud_count,minimal_bounding_box_volume,mesh_volume,date_created,user
root,
Stones,root
GuberNaturSteine,Stones
80ef3c07-e8a9-4422-8dea-3ecc66d80473,BatchA1,,76689,0.0095227663663234492,0.0058067394198581526,2021-09-03T18:50:40Z,broyet
9a9c7995-3fa9-4336-aeb9-4e02b3e748a3,BatchA1,,42601,0.0094293405797043987,0.0036564029204217367,2021-09-03T18:50:47Z,broyet
936ff752-b3ab-4e1a-a4ab-27dd2aad3db3,BatchA1,,65500,0.022060027467992172,0.0064900232331952584,2021-09-03T18:51:01Z,broyet
28234502-c23a-4895-b42e-d766f614605d,BatchA1,,124496,0.011508124999011134,0.0045676909981543327,2021-09-03T18:51:26Z,broyet
cdf7dec7-ee48-4059-911f-f9ae0b2e62dd,BatchA1,,87921,0.0095146281195284173,0.0043549567242696608,2021-09-03T18:51:40Z,broyet
cfab7df7-7edd-409f-bb5d-11ed4cd4d1b2,BatchA1,,88149,0.016059695147514323,0.0065297632186715887,2021-09-03T18:51:57Z,broyet
917c7745-a47b-43f4-993b-739341058855,BatchA1,,70159,0.01362814082298321,0.0046498045099476158,2021-09-03T18:52:16Z,broyet
ff256f53-0a38-4fd6-bd63-cc975f104ece,BatchA1,,114877,0.016069916621953242,-0.0043664341599948782,2021-09-03T18:52:35Z,broyet
3b834a17-9424-41b1-badf-bd917eb6ae1a,BatchA1,,156226,0.020005904406486748,0.0075106373843510437,2021-09-03T18:53:03Z,broyet
8fda6945-9247-45b6-a860-3618e7c144c6,BatchA1,,55678,0.0051345388073253473,-0.0018180233573481322,2021-09-03T18:53:14Z,broyet
ec4f3530-05b3-4362-9a5f-152e045ff6ea,BatchA1,,86961,0.011730635220034657,0.0037553444623292572,2021-09-03T18:53:33Z,broyet
cceef357-88ce-4d44-b475-e26e36007f20,BatchA1,,79856,0.012207919247878458,-0.0034317025992146883,2021-09-03T18:53:47Z,broyet
641a21ac-c174-4e88-acf4-3bba7be0343e,BatchA1,,155414,0.020896822358549071,0.0070799426719337982,2021-09-03T18:54:15Z,broyet
ad229103-23ae-452a-8773-3d0dff5fbd66,BatchA1,,60176,0.0096944286095248279,0.0031738898418019984,2021-09-03T18:54:25Z,broyet
ef340214-b751-46c7-9132-f88523909cb0,BatchA1,,139684,0.012526852357819652,0.0060974960536734797,2021-09-03T18:54:54Z,broyet
95c22fb7-f685-4977-8a8f-39ea540f0ff9,BatchA1,,133781,0.01502050451143328,0.0048698673136491474,2021-09-03T18:55:16Z,broyet
d7c55134-73ba-4e16-a358-70e28063bf6b,BatchA1,,111145,0.013583130401996926,0.0073994705276069,2021-09-03T18:55:33Z,broyet
3613ee1f-7fc7-48fb-bf5d-212d49877142,BatchA1,,117280,0.011083560482086464,0.0054211798381663193,2021-09-03T18:55:51Z,broyet
BatchA2,GuberNaturSteine
6d567c09-f53d-4cd9-840b-1161557d62a7,BatchA2,,255182,0.027511707059556609,0.013812744942233184,2021-09-03T18:37:29Z,broyet
c8829431-b112-4e02-8ec4-691e43e3fa6b,BatchA2,,260025,0.033877528527886995,0.011760004026348178,2021-09-03T18:37:53Z,broyet
